title,description,category,published_at,polarity,subjectivity,label,fetch_timestamp,processed_title,processed_description
The RTX 5090 uses Nvidia's biggest die since the RTX 2080 Ti - TechSpot,"Trusted leaker MEGAsizeGPU recently claimed that Nvidia's upcoming GB202 graphics processor, which will power the GeForce RTX 5090, uses a 24mm x 31mm die. If the report...",technology,2024-11-23T17:05:00Z,0.0,0.25,1,2024-11-25 00:30:30,the rtx 5090 uses nvidias biggest die since the rtx 2080 ti  techspot,trusted leaker megasizegpu recently claimed that nvidias upcoming gb202 graphics processor which will power the geforce rtx 5090 uses a 24mm x 31mm die if the report
The Ultimate Gift Guide for Photographers in the 2024 Holiday Season - PetaPixel,"From must-have camera gear to unique accessories, our guide is filled with thoughtful suggestions for the photographer in your life.",technology,2024-11-23T17:01:43Z,0.39166666666666666,0.7999999999999999,2,2024-11-25 00:30:30,the ultimate gift guide for photographers in the 2024 holiday season  petapixel,from musthave camera gear to unique accessories our guide is filled with thoughtful suggestions for the photographer in your life
Massive Best Buy Black Friday sale live — here's the 35 deals I'm recommending to family and friends - Tom's Guide,The top Best Buy deals to kick start savings season,technology,2024-11-23T15:47:16Z,0.75,0.4,2,2024-11-25 00:30:30,massive best buy black friday sale live  heres the 35 deals im recommending to family and friends  toms guide,the top best buy deals to kick start savings season
"This Lenovo Chromebook Is Only $149 For Black Friday, And it Can Replace Your $1,000 Old Laptop - Gizmodo","If you're using your laptop mainly for browsing the internet, this is the best deal you can get.",technology,2024-11-23T15:45:57Z,0.5833333333333334,0.31666666666666665,2,2024-11-25 00:30:30,this lenovo chromebook is only 149 for black friday and it can replace your 1000 old laptop  gizmodo,if youre using your laptop mainly for browsing the internet this is the best deal you can get
The iMac M4 wasn’t built for this world - The Verge,"The M4 iMac is a beautiful object and a good computer, and it’s still the only Mac that comes in actual colors. But otherwise, it’s the same machine as it was in 2023, and it’s substantially the same as it was back in 2021. So who is the M4 iMac for, exactly?",technology,2024-11-23T15:15:00Z,0.22499999999999998,0.4,2,2024-11-25 00:30:30,the imac m4 wasnt built for this world  the verge,the m4 imac is a beautiful object and a good computer and its still the only mac that comes in actual colors but otherwise its the same machine as it was in 2023 and its substantially the same as it was back in 2021 so who is the m4 imac for exactly
[Removed],[Removed],technology,2024-11-23T14:33:59Z,0.0,0.0,1,2024-11-25 00:30:30,removed,removed
"World Of Warcraft At 20 Is The Same And Increasingly Unrecognizable, And That's By Design - GameSpot","Blizzard looks back on two decades of its genre-defining MMORPG, and talks how it's already planning for the next 20 years.",technology,2024-11-23T14:00:00Z,0.0,0.0,1,2024-11-25 00:30:30,world of warcraft at 20 is the same and increasingly unrecognizable and thats by design  gamespot,blizzard looks back on two decades of its genredefining mmorpg and talks how its already planning for the next 20 years
"What’s on your desk, Kylie Robison? - The Verge",The Verge’s senior reporter covering artificial intelligence (AI) has a workspace decorated with family photos and gaming figures.,technology,2024-11-23T14:00:00Z,-0.6,1.0,0,2024-11-25 00:30:30,whats on your desk kylie robison  the verge,the verges senior reporter covering artificial intelligence ai has a workspace decorated with family photos and gaming figures
Uranus mystery finally solved almost 40 years after flyby from Voyager 2 spacecraft - Earth.com,"Decades-old data from NASA's Voyager 2 has reignited interest in Uranus, revealing new insights that challenge past understandings.",science,2024-11-24T00:05:26Z,-0.05681818181818182,0.3522727272727273,1,2024-11-25 00:30:30,uranus mystery finally solved almost 40 years after flyby from voyager 2 spacecraft  earthcom,decadesold data from nasas voyager 2 has reignited interest in uranus revealing new insights that challenge past understandings
Physicists Found an Entirely New Way of Measuring Time - ScienceAlert,Determining the passage of time in our world of ticking clocks and oscillating pendulums is a simple case of counting the seconds between 'then' and 'now'.,science,2024-11-23T23:30:23Z,0.0,0.35714285714285715,1,2024-11-25 00:30:30,physicists found an entirely new way of measuring time  sciencealert,determining the passage of time in our world of ticking clocks and oscillating pendulums is a simple case of counting the seconds between then and now
Psyche Mission: What Will NASA Do With a $10 Quintillion Asteroid? - The Daily Galaxy --Great Discoveries Channel,"NASA’s Psyche Mission, launched on October 13, 2023, is on its way to explore 16 Psyche, a massive metallic asteroid valued at an astonishing $10",science,2024-11-23T23:15:34Z,0.25,1.0,2,2024-11-25 00:30:30,psyche mission what will nasa do with a 10 quintillion asteroid  the daily galaxy great discoveries channel,nasas psyche mission launched on october 13 2023 is on its way to explore 16 psyche a massive metallic asteroid valued at an astonishing 10
"Magnetic North Pole is moving and changing faster than ever, surprising scientists - Earth.com",Discover how the magnetic North Pole's rapid shift toward Russia impacts navigation and reveals Earth's dynamic core.,science,2024-11-23T22:16:14Z,0.0,0.16666666666666666,1,2024-11-25 00:30:30,magnetic north pole is moving and changing faster than ever surprising scientists  earthcom,discover how the magnetic north poles rapid shift toward russia impacts navigation and reveals earths dynamic core
Scientists Say They've Discovered the Shape of Individual Photons - Futurism,We now have a new idea of what photons look like from a model that predicts how these particles of light interact with their environment.,science,2024-11-23T17:30:14Z,0.2681818181818182,0.5772727272727273,2,2024-11-25 00:30:30,scientists say theyve discovered the shape of individual photons  futurism,we now have a new idea of what photons look like from a model that predicts how these particles of light interact with their environment
Earth Has Tilted 31.5 Inches. That Shouldn't Happen. - Yahoo! Voices,"In less than two decades, Earth has tilted 31.5 inches. That shouldn't happen. So why did it?",science,2024-11-23T16:45:00Z,-0.16666666666666666,0.06666666666666667,0,2024-11-25 00:30:30,earth has tilted 315 inches that shouldnt happen  yahoo voices,in less than two decades earth has tilted 315 inches that shouldnt happen so why did it
Extending classical black hole inequalities into the quantum realm - Phys.org,"A recent study in Physical Review Letters explores quantum effects on black hole thermodynamics and geometry, focusing on extending two classical inequalities into the quantum regime.",science,2024-11-23T15:50:01Z,-0.041666666666666664,0.20654761904761904,1,2024-11-25 00:30:30,extending classical black hole inequalities into the quantum realm  physorg,a recent study in physical review letters explores quantum effects on black hole thermodynamics and geometry focusing on extending two classical inequalities into the quantum regime
A Nearby Supernova Could Finally Solve the Dark Matter Puzzle - SciTechDaily,"Researchers believe that observing gamma rays from a supernova could confirm the existence of axions, potentially solving the mystery of dark matter. UC Berkeley scientists suggest that the detection of these particles would revolutionize our understanding of…",science,2024-11-23T15:03:50Z,-0.075,0.7,1,2024-11-25 00:30:30,a nearby supernova could finally solve the dark matter puzzle  scitechdaily,researchers believe that observing gamma rays from a supernova could confirm the existence of axions potentially solving the mystery of dark matter uc berkeley scientists suggest that the detection of these particles would revolutionize our understanding of
"I spent 10 years and $800,000 renovating an Arkansas missile silo. It's my greatest accomplishment, but I don't recommend others try it. - Business Insider",Former Air Force mechanic and tech professional GT Hill converted a 1980s missile silo into an Airbnb.,science,2024-11-23T14:28:00Z,0.05,0.05,1,2024-11-25 00:30:30,i spent 10 years and 800000 renovating an arkansas missile silo its my greatest accomplishment but i dont recommend others try it  business insider,former air force mechanic and tech professional gt hill converted a 1980s missile silo into an airbnb
"Saturday Citations: Sweaty, remarkable humans; ocean level rise projections; closeup of a star in another galaxy - Phys.org","Since we last spoke, researchers at the University of Birmingham have defined the precise shape of a single photon (spoiler: roundish). Economists worry that Trump's grandiose deportation plans could lead to a recession. And astronomers report that the Milky …",science,2024-11-23T14:00:01Z,0.10952380952380954,0.3603174603174603,2,2024-11-25 00:30:30,saturday citations sweaty remarkable humans ocean level rise projections closeup of a star in another galaxy  physorg,since we last spoke researchers at the university of birmingham have defined the precise shape of a single photon spoiler roundish economists worry that trumps grandiose deportation plans could lead to a recession and astronomers report that the milky 
Black hole quiz: How supermassive is your knowledge of the universe? - Livescience.com,Black holes have captivated scientists for more than a century. How well do you know these supermassive wonders of the universe?,science,2024-11-23T14:00:00Z,0.16666666666666669,0.4666666666666667,2,2024-11-25 00:30:30,black hole quiz how supermassive is your knowledge of the universe  livesciencecom,black holes have captivated scientists for more than a century how well do you know these supermassive wonders of the universe
Mysterious White Smokers Discovered in the Dead Sea - SciTechDaily,"Mineral chimneys found on the Dead Sea floor signal potential sinkhole sites, aiding in hazard prediction and environmental monitoring. A team of researchers led by the Helmholtz Centre for Environmental Research (UFZ) has discovered meter-high chimneys on th…",science,2024-11-23T13:43:59Z,-0.1,0.7,1,2024-11-25 00:30:30,mysterious white smokers discovered in the dead sea  scitechdaily,mineral chimneys found on the dead sea floor signal potential sinkhole sites aiding in hazard prediction and environmental monitoring a team of researchers led by the helmholtz centre for environmental research ufz has discovered meterhigh chimneys on th
"Being a Couch Potato Is Bad for Your Memory, Study Warns - Gizmodo",A new meta-analysis by researchers in Finland finds that athletes tend to have better working memory than others.,science,2024-11-23T13:01:04Z,0.3181818181818182,0.4772727272727273,2,2024-11-25 00:30:30,being a couch potato is bad for your memory study warns  gizmodo,a new metaanalysis by researchers in finland finds that athletes tend to have better working memory than others
Green spoonworm: The female tentacle monsters that turn males into 'living testicles' - Livescience.com,"This bright green sea creature contains a toxic pigment that protects it from predators, kills bacteria and determines the sex of larvae, turning males into a ""living testacle.""",science,2024-11-23T13:00:00Z,0.25,0.5499999999999999,2,2024-11-25 00:30:30,green spoonworm the female tentacle monsters that turn males into living testicles  livesciencecom,this bright green sea creature contains a toxic pigment that protects it from predators kills bacteria and determines the sex of larvae turning males into a living testacle
Rare Asteroid Sample Contaminated by Microorganisms Despite Scientists’ Best Efforts - Gizmodo,"A chunk of rock collected from the asteroid Ryugu contains bacteria—but, unfortunately, it's not evidence of alien life.",science,2024-11-23T12:00:30Z,0.0,0.875,1,2024-11-25 00:30:30,rare asteroid sample contaminated by microorganisms despite scientists best efforts  gizmodo,a chunk of rock collected from the asteroid ryugu contains bacteriabut unfortunately its not evidence of alien life
DNA From the Jungle Floor Reveals Mating Mysteries of Endangered Muriquis - SciTechDaily,"Researchers exploring the mating behaviors of Brazil's endangered northern muriquis have utilized fecal DNA analysis to uncover how these primates choose their partners, revealing a preference for mates with diverse immune system genes. This study contributes…",science,2024-11-23T11:41:54Z,0.0,0.0,1,2024-11-25 00:30:30,dna from the jungle floor reveals mating mysteries of endangered muriquis  scitechdaily,researchers exploring the mating behaviors of brazils endangered northern muriquis have utilized fecal dna analysis to uncover how these primates choose their partners revealing a preference for mates with diverse immune system genes this study contributes
"Youngest planet ever discovered has misaligned orbit, puzzles scientists - Yahoo! Voices",A newly discovered baby exoplanet called IRAS 04125+2902 b is challenging our current understanding of planet formation.,science,2024-11-23T11:31:51Z,0.21212121212121213,0.6181818181818182,2,2024-11-25 00:30:30,youngest planet ever discovered has misaligned orbit puzzles scientists  yahoo voices,a newly discovered baby exoplanet called iras 041252902 b is challenging our current understanding of planet formation
Is There a Limit to How Long Humans Can Survive in Space? - Gizmodo,"The human body was not made for space, but we keep trying to go there anyway.",science,2024-11-23T11:00:37Z,0.0,0.1,1,2024-11-25 00:30:30,is there a limit to how long humans can survive in space  gizmodo,the human body was not made for space but we keep trying to go there anyway
Why The Andromeda Galaxy Is 100 Years Old Today — And How To See It - Forbes,"Edwin Hubble's revelation in 1924 that the Andromeda Nebula was, in fact, an 'island universe,' was a pivotal moment in our understanding of the cosmos.",science,2024-11-23T11:00:00Z,0.5,0.8,2,2024-11-25 00:30:30,why the andromeda galaxy is 100 years old today  and how to see it  forbes,edwin hubbles revelation in 1924 that the andromeda nebula was in fact an island universe was a pivotal moment in our understanding of the cosmos
Scientists Uncover Potential Key to Keeping Your Brain Healthy: Midlife Recycling - SciTechDaily,"Mitophagy dynamics change with age, particularly during midlife, influencing brain health and aging. These findings offer insights for developing therapies for neurodegenerative diseases. The mitochondria, often referred to as the powerhouses of our cells, pl…",science,2024-11-23T10:38:31Z,0.16666666666666666,0.3333333333333333,2,2024-11-25 00:30:30,scientists uncover potential key to keeping your brain healthy midlife recycling  scitechdaily,mitophagy dynamics change with age particularly during midlife influencing brain health and aging these findings offer insights for developing therapies for neurodegenerative diseases the mitochondria often referred to as the powerhouses of our cells pl
[Removed],[Removed],health,2024-11-24T01:04:00Z,0.0,0.0,1,2024-11-25 00:30:30,removed,removed
Canton police warn of scam - KELOLAND.com,"SIOUX FALLS, S.D. (KELO) — Canton police are warning citizens of a scam going around. According to a post on Facebook, a scammer in Canton posing as a local rental manager and reaching out to prospective homeowners. This scammer offers rental services on legi…",health,2024-11-23T22:13:50Z,0.05,0.0,1,2024-11-25 00:30:30,canton police warn of scam  kelolandcom,sioux falls sd kelo  canton police are warning citizens of a scam going around according to a post on facebook a scammer in canton posing as a local rental manager and reaching out to prospective homeowners this scammer offers rental services on legi
Squirting 101: Everything You Need to Know About Female Ejaculation - Glass Almanac,"At last, the wait is over, and it’s a topic that has kept many of us up at night. Dr. Samuel Salama, along with his colleague ... Continue Reading →",health,2024-11-23T21:45:50Z,0.25,0.2833333333333333,2,2024-11-25 00:30:30,squirting 101 everything you need to know about female ejaculation  glass almanac,at last the wait is over and its a topic that has kept many of us up at night dr samuel salama along with his colleague  continue reading 
Alcohol use increased during the Covid-19 pandemic. A new study shows that it’s still high - CNN,"A surge of stress-related drinking and alcohol-related deaths brought on by the Covid-19 pandemic in the US has not tapered off the way Dr. Brian Lee, a transplant hepatologist at the University of Southern California’s Keck School of Medicine, had hoped.",health,2024-11-23T20:00:00Z,0.0,0.0,1,2024-11-25 00:30:30,alcohol use increased during the covid19 pandemic a new study shows that its still high  cnn,a surge of stressrelated drinking and alcoholrelated deaths brought on by the covid19 pandemic in the us has not tapered off the way dr brian lee a transplant hepatologist at the university of southern californias keck school of medicine had hoped
Alcohol Use Predicts Escalating Cannabis Vaping Among Youth - Neuroscience News,"A recent study highlights alcohol as the strongest predictor of cannabis vaping initiation and experimentation among youth and young adults, regardless of demographic factors.",health,2024-11-23T19:06:50Z,0.05,0.325,1,2024-11-25 00:30:30,alcohol use predicts escalating cannabis vaping among youth  neuroscience news,a recent study highlights alcohol as the strongest predictor of cannabis vaping initiation and experimentation among youth and young adults regardless of demographic factors
Our “Reptilian” Brain Areas’ Role in Emotion and Social Skills - Neuroscience News,"A new study uncovers constant communication between the human brain's social cognitive network, responsible for understanding others' thoughts, and the amygdala, known for processing fear and emotions.",health,2024-11-23T18:46:38Z,0.07393939393939394,0.3009090909090909,1,2024-11-25 00:30:30,our reptilian brain areas role in emotion and social skills  neuroscience news,a new study uncovers constant communication between the human brains social cognitive network responsible for understanding others thoughts and the amygdala known for processing fear and emotions
"Even with access to blockbuster obesity drugs, some people don't lose weight - KSL.com",Why don't weight-loss drugs work for some people? There are many factors.,health,2024-11-23T15:55:22Z,0.5,0.5,2,2024-11-25 00:30:30,even with access to blockbuster obesity drugs some people dont lose weight  kslcom,why dont weightloss drugs work for some people there are many factors
CDC confirms first child in United States infected with bird flu - UPI News,"UPI delivers the latest headlines from around the world: Top News, Entertainment, Health, Business, Science and Sports News - United Press International",health,2024-11-23T15:39:55Z,0.3333333333333333,0.4666666666666666,2,2024-11-25 00:30:30,cdc confirms first child in united states infected with bird flu  upi news,upi delivers the latest headlines from around the world top news entertainment health business science and sports news  united press international
"COVID-19 lockdowns linked to accelerated brain aging in adolescents, particularly in girls - PsyPost","New research suggests pandemic lockdowns accelerated adolescent brain aging, with girls' brains aging 4.2 years and boys' 1.4 years. This may increase neuropsychiatric disorder risks, highlighting the need for ongoing mental health support for affected teens.",health,2024-11-23T15:10:11Z,0.018181818181818174,0.32727272727272727,1,2024-11-25 00:30:30,covid19 lockdowns linked to accelerated brain aging in adolescents particularly in girls  psypost,new research suggests pandemic lockdowns accelerated adolescent brain aging with girls brains aging 42 years and boys 14 years this may increase neuropsychiatric disorder risks highlighting the need for ongoing mental health support for affected teens
"Deadly Incurable Fungus Infects Thousands On The West Coast, Attacking Their Lungs - Wide Open Country",California and Arizona report an alarming increase in Valley Fever cases. This disease can lead to long-term lung problems and death.,health,2024-11-23T14:54:33Z,-0.1,0.6,1,2024-11-25 00:30:30,deadly incurable fungus infects thousands on the west coast attacking their lungs  wide open country,california and arizona report an alarming increase in valley fever cases this disease can lead to longterm lung problems and death
